city,number_of_bedrooms,number_of_bathrooms,furnished,power_supply_hours,security_level,estate_type,proximity_to_road,parking_space,monthly_rent
Ibadan,2,2,No,16,Low,Non-Estate,Near,Yes,300000
Port Harcourt,3,3,No,20,Low,Non-Estate,Near,No,605000
Lagos,2,1,No,12,Medium,Non-Estate,Far,Yes,475000
Abuja,2,1,No,12,High,Non-Estate,Near,Yes,690000
Abuja,2,2,No,16,Medium,Non-Estate,Far,No,610000
Lagos,4,3,No,16,Low,Non-Estate,Near,No,880000
Abuja,4,2,No,20,High,Non-Estate,Near,Yes,1210000
Lagos,2,1,No,16,High,Non-Estate,Far,No,575000
Lagos,2,1,No,24,Medium,Estate,Near,No,790000
Abuja,1,1,No,8,Medium,Estate,Far,Yes,335000
Lagos,5,4,Yes,16,High,Non-Estate,Near,No,1465000
Port Harcourt,1,1,No,16,Medium,Non-Estate,Near,No,265000
Port Harcourt,2,1,Yes,16,High,Estate,Far,No,710000
Ibadan,2,2,No,8,Low,Estate,Near,Yes,285000
Lagos,2,2,No,16,Medium,Estate,Near,No,725000
Lagos,2,1,Yes,20,Medium,Non-Estate,Far,Yes,705000
Lagos,3,3,No,8,High,Non-Estate,Near,Yes,735000
Port Harcourt,1,1,Yes,12,High,Estate,Near,No,490000
Ibadan,3,3,No,8,High,Non-Estate,Far,Yes,320000
Lagos,1,1,Yes,24,Medium,Estate,Far,Yes,600000
Benin,1,1,No,12,High,Non-Estate,Near,Yes,175000
Lagos,4,3,No,8,Medium,Non-Estate,Near,Yes,745000
Abuja,2,1,No,8,Medium,Non-Estate,Far,Yes,455000
Ibadan,4,2,No,16,Medium,Estate,Near,Yes,465000
Benin,3,2,Yes,4,High,Estate,Near,No,330000
Ibadan,1,1,No,12,High,Non-Estate,Far,Yes,185000
Ibadan,5,3,Yes,20,Medium,Estate,Near,No,950000
Abuja,2,1,Yes,20,Low,Non-Estate,Near,No,695000
Ibadan,4,3,Yes,4,High,Non-Estate,Far,Yes,455000
Lagos,2,1,No,24,Medium,Non-Estate,Far,Yes,520000
Benin,4,2,No,16,High,Non-Estate,Far,No,395000
Abuja,1,1,Yes,4,Medium,Estate,Near,No,465000
Ibadan,3,3,Yes,0,Low,Non-Estate,Near,Yes,345000
Abuja,3,2,Yes,4,Medium,Non-Estate,Far,No,745000
Port Harcourt,4,2,No,16,Low,Estate,Near,Yes,740000
Abuja,4,4,No,0,Medium,Non-Estate,Far,Yes,615000
Ibadan,4,3,Yes,8,Low,Non-Estate,Near,Yes,435000
Lagos,4,4,No,16,Low,Non-Estate,Far,Yes,1035000
Lagos,2,1,Yes,12,Low,Estate,Near,Yes,715000
Lagos,2,1,No,16,High,Non-Estate,Near,No,510000
Lagos,2,1,No,16,Medium,Non-Estate,Near,No,460000
Benin,2,1,No,4,Medium,Estate,Far,Yes,180000
Lagos,2,1,No,20,High,Non-Estate,Near,No,590000
Ilorin,3,2,No,8,Medium,Non-Estate,Far,No,200000
Abuja,2,2,Yes,12,Medium,Non-Estate,Near,Yes,775000
Lagos,3,2,Yes,12,Medium,Non-Estate,Near,Yes,875000
Ibadan,2,2,No,4,High,Non-Estate,Far,No,220000
Port Harcourt,2,2,Yes,24,High,Estate,Near,No,800000
Abuja,3,2,Yes,12,Medium,Non-Estate,Near,Yes,995000
Port Harcourt,3,3,No,4,High,Non-Estate,Near,No,535000
Ibadan,3,3,No,20,Medium,Estate,Far,Yes,455000
Lagos,3,3,No,12,Medium,Non-Estate,Far,Yes,670000
Ilorin,2,1,No,16,High,Non-Estate,Near,Yes,235000
Ilorin,3,3,No,12,Medium,Non-Estate,Near,No,210000
Port Harcourt,1,1,Yes,16,High,Non-Estate,Near,Yes,460000
Lagos,2,2,No,0,Low,Non-Estate,Far,Yes,315000
Port Harcourt,2,1,No,8,Medium,Estate,Near,Yes,435000
Lagos,1,1,Yes,12,High,Non-Estate,Far,No,390000
Lagos,2,2,Yes,4,Low,Non-Estate,Near,No,505000
Lagos,5,4,Yes,16,High,Estate,Far,Yes,1620000
Abuja,5,4,No,8,High,Estate,Near,No,1230000
Benin,2,1,No,8,High,Non-Estate,Far,Yes,215000
Ibadan,1,1,No,0,Medium,Non-Estate,Near,Yes,135000
Ibadan,2,2,No,16,Medium,Estate,Near,Yes,385000
Abuja,2,2,Yes,16,High,Estate,Far,Yes,1025000
Abuja,4,4,No,8,High,Estate,Far,Yes,1180000
Abuja,1,1,No,12,Medium,Non-Estate,Near,No,415000
Ilorin,3,2,Yes,8,High,Estate,Far,No,285000
Lagos,1,1,No,12,Medium,Non-Estate,Near,No,295000
Benin,5,4,Yes,0,High,Estate,Near,No,475000
Port Harcourt,2,1,No,12,Low,Non-Estate,Near,No,330000
Abuja,3,3,No,12,Low,Non-Estate,Near,Yes,750000
Ibadan,2,1,No,20,Medium,Non-Estate,Far,No,305000
Abuja,3,2,No,8,Medium,Non-Estate,Near,No,725000
Benin,2,1,Yes,16,High,Estate,Near,No,415000
Benin,1,1,No,12,Low,Non-Estate,Near,Yes,170000
Abuja,4,3,No,20,High,Estate,Near,Yes,1550000
Lagos,4,2,No,8,Medium,Non-Estate,Far,No,600000
Port Harcourt,4,2,No,8,Medium,Estate,Far,No,610000
Benin,3,3,No,20,Medium,Non-Estate,Near,Yes,415000
Lagos,4,2,Yes,0,Medium,Non-Estate,Near,No,680000
Port Harcourt,1,1,No,4,Low,Non-Estate,Far,Yes,205000
Port Harcourt,2,1,No,4,Low,Non-Estate,Near,No,255000
Ibadan,2,1,No,16,Medium,Non-Estate,Near,Yes,275000
Lagos,3,3,Yes,0,Low,Non-Estate,Near,Yes,580000
Ibadan,2,1,Yes,20,Low,Non-Estate,Near,Yes,350000
Benin,1,1,Yes,12,High,Estate,Far,Yes,260000
Lagos,3,3,No,0,Low,Non-Estate,Near,Yes,420000
Lagos,4,2,No,12,Medium,Non-Estate,Far,No,825000
Ilorin,2,1,No,4,Low,Estate,Near,No,120000
Lagos,1,1,No,12,Medium,Non-Estate,Near,Yes,410000
Benin,2,1,Yes,16,Medium,Non-Estate,Far,No,260000
Abuja,2,2,No,12,Low,Non-Estate,Far,Yes,570000
Lagos,2,1,No,0,High,Non-Estate,Far,Yes,330000
Benin,3,2,No,16,High,Non-Estate,Near,Yes,380000
Abuja,3,2,No,16,Low,Estate,Far,Yes,960000
Abuja,3,2,No,16,High,Estate,Near,No,950000
Abuja,2,1,No,16,Medium,Non-Estate,Near,Yes,555000
Port Harcourt,4,3,No,8,Low,Non-Estate,Far,No,500000
Lagos,2,1,No,20,Low,Non-Estate,Far,No,450000
Abuja,2,1,Yes,8,Medium,Non-Estate,Far,No,495000
Ilorin,4,3,Yes,0,Medium,Estate,Far,No,280000
Lagos,2,2,Yes,16,Medium,Non-Estate,Near,No,635000
Port Harcourt,1,1,No,20,High,Estate,Near,No,455000
Abuja,4,3,Yes,16,Medium,Estate,Far,Yes,1630000
Ibadan,2,2,Yes,8,Medium,Non-Estate,Near,Yes,320000
Lagos,3,2,Yes,8,Medium,Estate,Near,No,740000
Ilorin,1,1,No,12,High,Non-Estate,Near,Yes,145000
Abuja,3,2,No,20,Low,Estate,Near,No,935000
Lagos,2,1,No,4,Medium,Estate,Far,Yes,400000
Lagos,1,1,Yes,16,Medium,Non-Estate,Near,Yes,470000
Lagos,3,3,Yes,8,Medium,Non-Estate,Near,Yes,920000
Abuja,2,2,No,16,Medium,Estate,Far,No,725000
Abuja,2,2,Yes,20,Medium,Non-Estate,Near,Yes,810000
Ibadan,1,1,Yes,12,Medium,Non-Estate,Far,Yes,215000
Abuja,1,1,Yes,8,Medium,Non-Estate,Near,Yes,440000
Lagos,2,1,No,16,Medium,Estate,Far,Yes,665000
Port Harcourt,1,1,No,12,Low,Non-Estate,Near,Yes,315000
Ibadan,4,4,Yes,16,Medium,Non-Estate,Near,Yes,625000
Lagos,1,1,Yes,12,Medium,Estate,Near,Yes,495000
Lagos,2,2,No,4,Medium,Estate,Near,Yes,505000
Lagos,1,1,No,16,High,Non-Estate,Far,No,395000
Ibadan,2,1,No,4,Medium,Estate,Near,No,205000
Port Harcourt,4,3,No,20,Low,Estate,Far,Yes,895000
Abuja,2,1,No,8,Medium,Estate,Near,Yes,555000
Ibadan,5,3,No,16,High,Non-Estate,Far,Yes,645000
Ibadan,2,1,No,8,High,Non-Estate,Far,No,225000
Port Harcourt,3,2,No,8,Medium,Estate,Near,Yes,595000
Benin,3,2,Yes,8,Low,Non-Estate,Near,Yes,325000
Lagos,4,3,No,16,Medium,Non-Estate,Far,Yes,895000
Lagos,3,3,No,12,Medium,Estate,Near,Yes,885000
Lagos,3,2,Yes,20,High,Non-Estate,Near,Yes,1145000
Lagos,2,1,No,8,Medium,Non-Estate,Far,No,350000
Abuja,2,1,No,16,Medium,Non-Estate,Far,No,495000
Benin,4,2,No,16,Medium,Estate,Far,No,365000
Lagos,2,2,No,4,Medium,Non-Estate,Near,Yes,370000
Lagos,2,1,No,12,High,Non-Estate,Near,No,575000
Abuja,3,3,Yes,12,Medium,Non-Estate,Far,Yes,920000
Benin,2,1,No,8,High,Non-Estate,Near,Yes,190000
Abuja,5,4,No,8,Medium,Estate,Near,No,1360000
Abuja,3,2,Yes,16,Low,Non-Estate,Far,No,940000
Lagos,3,2,Yes,8,Medium,Non-Estate,Near,Yes,750000
Lagos,4,2,No,16,Low,Estate,Near,Yes,915000
Ilorin,1,1,Yes,20,Medium,Estate,Far,Yes,175000
Ilorin,2,1,No,12,Medium,Estate,Near,No,185000
Lagos,2,1,Yes,12,Medium,Non-Estate,Near,Yes,690000
Ilorin,2,2,Yes,4,Medium,Non-Estate,Near,Yes,165000
Port Harcourt,3,2,No,20,Low,Non-Estate,Near,Yes,630000
Benin,4,2,Yes,8,Medium,Estate,Far,Yes,480000
Abuja,2,1,No,12,Medium,Non-Estate,Near,Yes,590000
Abuja,2,1,No,24,High,Non-Estate,Near,No,785000
Abuja,5,3,Yes,12,Medium,Estate,Near,Yes,1810000
Port Harcourt,2,2,Yes,16,Medium,Estate,Far,No,650000
Lagos,2,2,No,12,Low,Estate,Far,Yes,555000
Lagos,2,1,Yes,4,High,Non-Estate,Near,No,600000
Abuja,4,3,No,16,Medium,Non-Estate,Near,No,1055000
Ibadan,3,2,No,0,High,Non-Estate,Far,Yes,285000
Lagos,3,3,Yes,16,Low,Estate,Near,No,1180000
Port Harcourt,4,3,No,0,Medium,Non-Estate,Near,Yes,490000
Ilorin,2,1,Yes,20,Medium,Non-Estate,Near,Yes,265000
Lagos,2,1,Yes,4,Low,Non-Estate,Near,Yes,485000
Port Harcourt,4,3,Yes,12,Medium,Estate,Far,Yes,1015000
Abuja,2,1,No,12,High,Non-Estate,Far,No,625000
Benin,3,2,No,12,Medium,Non-Estate,Far,No,220000
Lagos,4,3,No,8,High,Estate,Far,Yes,1030000
Port Harcourt,3,2,Yes,12,Low,Estate,Far,No,710000
Ibadan,3,3,Yes,8,Medium,Non-Estate,Far,No,390000
Benin,4,2,No,12,Medium,Non-Estate,Near,Yes,375000
Port Harcourt,4,3,No,8,Medium,Non-Estate,Near,Yes,545000
Abuja,2,1,No,12,High,Estate,Far,Yes,675000
Port Harcourt,1,1,Yes,8,Low,Non-Estate,Near,No,320000
Benin,2,1,Yes,24,High,Estate,Near,Yes,510000
Port Harcourt,3,2,No,12,Medium,Non-Estate,Near,Yes,495000
Lagos,2,2,No,4,Medium,Non-Estate,Near,No,415000
Benin,3,2,No,12,High,Non-Estate,Near,No,345000
Port Harcourt,2,1,No,20,Medium,Estate,Near,Yes,590000
Port Harcourt,3,2,No,0,High,Non-Estate,Near,No,425000
Lagos,2,2,No,16,Medium,Non-Estate,Far,No,440000
Port Harcourt,3,2,No,12,High,Non-Estate,Far,Yes,610000
Abuja,3,3,No,4,Medium,Non-Estate,Far,No,630000
Port Harcourt,2,2,No,16,Low,Non-Estate,Far,Yes,440000
Lagos,2,1,Yes,8,Medium,Non-Estate,Near,Yes,600000
Port Harcourt,3,3,Yes,8,Low,Estate,Near,Yes,700000
Ilorin,2,2,No,16,Medium,Non-Estate,Near,Yes,230000
Lagos,2,1,No,12,Low,Estate,Far,Yes,545000
Ilorin,5,3,No,20,Low,Non-Estate,Near,Yes,415000
Abuja,3,2,Yes,12,Low,Non-Estate,Far,No,920000
Benin,5,3,Yes,16,Medium,Estate,Near,No,750000
Ibadan,2,1,No,16,Medium,Non-Estate,Far,Yes,285000
Port Harcourt,2,1,Yes,4,Medium,Non-Estate,Near,Yes,405000
Ibadan,4,2,Yes,16,Low,Non-Estate,Far,No,490000
Benin,3,2,No,12,Medium,Non-Estate,Near,Yes,275000
Abuja,3,2,No,4,Medium,Non-Estate,Near,Yes,575000
Abuja,2,2,Yes,12,Medium,Non-Estate,Near,Yes,760000
Port Harcourt,2,2,No,4,High,Estate,Far,No,405000
Ibadan,1,1,No,16,Medium,Estate,Near,No,205000
Ibadan,2,1,No,12,Medium,Non-Estate,Far,No,255000
Ibadan,1,1,No,24,Medium,Non-Estate,Far,Yes,225000
Abuja,1,1,Yes,4,Low,Estate,Far,No,400000
Ibadan,5,3,Yes,12,High,Non-Estate,Near,Yes,745000
Lagos,2,1,Yes,8,High,Estate,Near,Yes,635000
Abuja,3,3,No,12,Low,Non-Estate,Near,Yes,880000
Lagos,4,4,Yes,16,Medium,Estate,Far,No,1230000
Abuja,3,3,No,16,Medium,Non-Estate,Far,Yes,880000
Abuja,2,2,No,16,Medium,Non-Estate,Far,Yes,640000
Abuja,3,2,Yes,20,High,Non-Estate,Near,No,1295000
Port Harcourt,3,2,Yes,4,Low,Non-Estate,Near,No,495000
Abuja,3,2,No,8,Medium,Non-Estate,Far,No,555000
Abuja,3,2,No,16,Low,Non-Estate,Near,Yes,755000
Lagos,5,4,Yes,12,Medium,Non-Estate,Far,No,1220000
Abuja,3,2,Yes,4,Low,Estate,Near,No,875000
Lagos,2,1,No,12,High,Non-Estate,Near,No,530000
Lagos,3,3,Yes,12,Medium,Non-Estate,Far,Yes,765000
Port Harcourt,1,1,No,8,High,Non-Estate,Near,Yes,260000
Port Harcourt,4,4,Yes,16,Low,Non-Estate,Near,Yes,1030000
Port Harcourt,1,1,No,12,Low,Non-Estate,Far,Yes,250000
Abuja,2,1,Yes,0,Medium,Non-Estate,Far,Yes,405000
Abuja,4,2,No,4,Medium,Non-Estate,Far,Yes,730000
Benin,3,2,Yes,20,High,Estate,Far,Yes,485000
Abuja,2,1,No,24,Medium,Non-Estate,Near,No,700000
Abuja,2,1,Yes,16,Low,Estate,Near,Yes,805000
Lagos,4,2,Yes,8,Low,Estate,Near,Yes,1145000
Abuja,2,2,No,20,Low,Non-Estate,Near,No,610000
Abuja,4,2,No,16,High,Estate,Near,Yes,1325000
Abuja,1,1,No,16,Medium,Non-Estate,Far,Yes,475000
Port Harcourt,3,2,No,16,Medium,Non-Estate,Near,Yes,565000
Abuja,4,3,No,8,Medium,Non-Estate,Far,No,830000
Port Harcourt,2,2,No,12,Low,Estate,Near,No,420000
Ibadan,2,1,No,4,Low,Estate,Near,No,190000
Ibadan,2,1,No,8,High,Non-Estate,Near,No,260000
Ibadan,3,3,Yes,16,Medium,Estate,Far,Yes,615000
Ilorin,3,3,No,20,Medium,Non-Estate,Near,No,280000
Lagos,3,3,No,16,Low,Non-Estate,Near,No,750000
Lagos,2,1,Yes,12,Low,Non-Estate,Far,No,535000
Lagos,2,1,No,4,Medium,Non-Estate,Near,No,370000
Port Harcourt,1,1,Yes,4,Low,Estate,Near,Yes,325000
Benin,2,2,No,8,Low,Non-Estate,Far,Yes,170000
Lagos,3,2,Yes,12,Medium,Estate,Near,No,895000
Benin,4,4,Yes,12,Low,Non-Estate,Near,No,445000
Lagos,3,2,No,0,Low,Non-Estate,Far,No,440000
Benin,2,1,No,24,High,Estate,Near,No,330000
Abuja,5,3,No,8,Medium,Estate,Near,No,1210000
Lagos,3,2,No,16,High,Non-Estate,Near,No,740000
Abuja,4,3,No,12,Medium,Non-Estate,Near,Yes,930000
Lagos,3,2,Yes,4,Medium,Estate,Near,Yes,815000
Lagos,2,1,No,16,Low,Non-Estate,Near,No,535000
Abuja,1,1,No,16,Medium,Non-Estate,Near,No,425000
Ibadan,3,3,No,12,Low,Non-Estate,Near,No,320000
Abuja,1,1,Yes,12,Low,Non-Estate,Far,No,485000
Abuja,2,2,No,4,High,Estate,Far,No,500000
Port Harcourt,3,2,Yes,16,Medium,Non-Estate,Far,Yes,735000
Ibadan,3,2,No,20,High,Non-Estate,Near,Yes,505000
Lagos,3,3,No,4,Medium,Non-Estate,Near,No,585000
Abuja,2,1,No,8,Medium,Non-Estate,Near,Yes,575000
Lagos,2,1,No,20,Medium,Non-Estate,Far,No,560000
Lagos,3,2,Yes,8,Medium,Estate,Near,No,785000
Port Harcourt,5,4,No,16,Medium,Non-Estate,Near,Yes,925000
Lagos,3,2,No,12,High,Non-Estate,Near,No,715000
Abuja,4,4,Yes,12,Low,Estate,Near,Yes,1255000
Ibadan,3,2,No,12,Medium,Non-Estate,Near,Yes,390000
Lagos,3,3,No,8,Medium,Estate,Near,Yes,655000
Port Harcourt,2,2,No,0,Low,Non-Estate,Near,No,285000
Lagos,3,3,No,16,Medium,Non-Estate,Far,Yes,790000
Ilorin,3,2,No,16,Medium,Non-Estate,Near,Yes,280000
Abuja,3,2,Yes,16,Low,Non-Estate,Far,Yes,955000
Ibadan,2,2,No,12,Low,Non-Estate,Near,Yes,280000
Port Harcourt,3,2,No,8,Medium,Non-Estate,Near,Yes,460000
Lagos,2,1,No,0,Medium,Non-Estate,Near,Yes,370000
Port Harcourt,3,2,Yes,16,Medium,Estate,Near,No,775000
Ilorin,2,2,Yes,12,Low,Estate,Near,Yes,280000
Port Harcourt,4,2,Yes,8,Low,Non-Estate,Near,No,605000
Ibadan,2,1,No,4,High,Non-Estate,Near,Yes,220000
Benin,1,1,No,4,High,Non-Estate,Near,No,135000
Lagos,2,1,No,8,Medium,Non-Estate,Near,Yes,480000
Lagos,3,3,No,16,High,Non-Estate,Near,No,930000
Port Harcourt,2,1,No,20,Medium,Estate,Near,No,475000
Abuja,2,1,No,20,Low,Non-Estate,Near,No,550000
Ibadan,3,3,Yes,20,Low,Non-Estate,Far,No,440000
Benin,2,2,No,20,High,Non-Estate,Near,Yes,310000
Abuja,4,2,No,12,Medium,Non-Estate,Near,No,905000
Lagos,4,4,No,8,High,Non-Estate,Far,Yes,870000
Ibadan,3,3,No,16,High,Non-Estate,Far,No,435000
Lagos,2,2,No,8,Medium,Non-Estate,Far,No,415000
Ibadan,3,2,No,8,Low,Non-Estate,Far,No,300000
Abuja,1,1,No,8,Low,Non-Estate,Far,Yes,305000
Port Harcourt,2,2,Yes,12,Low,Estate,Far,Yes,560000
Lagos,2,2,No,8,Low,Estate,Near,Yes,540000
Port Harcourt,4,3,No,4,Medium,Estate,Far,Yes,560000
Abuja,1,1,Yes,12,Low,Non-Estate,Far,Yes,440000
Port Harcourt,3,2,No,20,Low,Estate,Far,Yes,630000
Lagos,3,2,No,12,Medium,Non-Estate,Far,No,540000
Ibadan,2,1,Yes,20,Medium,Non-Estate,Near,No,360000
Benin,1,1,No,4,Medium,Non-Estate,Near,No,115000
Lagos,5,4,No,4,Medium,Estate,Far,Yes,845000
Lagos,3,2,No,12,Medium,Estate,Near,No,730000
Lagos,3,3,Yes,12,High,Estate,Far,No,1025000
Port Harcourt,2,1,No,16,Low,Non-Estate,Near,No,350000
Port Harcourt,2,1,Yes,16,Low,Non-Estate,Far,Yes,425000
Abuja,2,1,No,16,High,Non-Estate,Far,Yes,690000
Lagos,1,1,No,20,Medium,Non-Estate,Near,No,435000
Abuja,1,1,No,8,High,Non-Estate,Near,Yes,480000
Port Harcourt,4,4,Yes,8,Low,Estate,Near,No,770000
Abuja,2,1,Yes,12,High,Non-Estate,Far,Yes,665000
Ilorin,2,1,Yes,4,High,Non-Estate,Far,Yes,155000
Lagos,3,2,Yes,8,Medium,Non-Estate,Near,No,730000
Port Harcourt,3,3,No,8,Low,Estate,Near,Yes,590000
Abuja,1,1,No,8,High,Non-Estate,Far,Yes,380000
Abuja,3,2,No,4,High,Estate,Far,Yes,820000
Ibadan,1,1,No,0,High,Non-Estate,Near,No,150000
Port Harcourt,1,1,Yes,16,Low,Non-Estate,Near,Yes,430000
Ilorin,1,1,Yes,12,High,Non-Estate,Far,No,140000
Lagos,4,3,Yes,16,Low,Non-Estate,Near,Yes,1000000
Lagos,1,1,No,16,Low,Estate,Far,No,355000
Ibadan,1,1,No,4,Medium,Non-Estate,Near,No,120000
Port Harcourt,2,1,Yes,8,Medium,Estate,Far,Yes,535000
Lagos,4,3,Yes,4,Medium,Non-Estate,Near,Yes,825000
Lagos,2,1,No,16,Medium,Non-Estate,Far,Yes,510000
Lagos,2,1,No,16,Low,Non-Estate,Near,No,465000
Benin,1,1,No,8,Medium,Non-Estate,Near,Yes,130000
Lagos,2,1,No,8,High,Non-Estate,Near,Yes,455000
Abuja,3,3,Yes,24,Low,Non-Estate,Far,Yes,1120000
Lagos,3,3,No,12,Medium,Estate,Near,Yes,860000
Abuja,2,1,No,16,Medium,Non-Estate,Near,Yes,710000
Lagos,2,1,Yes,8,Medium,Non-Estate,Near,No,540000
Abuja,1,1,No,8,Medium,Non-Estate,Near,No,355000
Lagos,2,1,No,16,Medium,Non-Estate,Near,Yes,470000
Ibadan,1,1,Yes,16,Low,Non-Estate,Near,No,255000
Lagos,3,3,No,16,High,Non-Estate,Far,No,695000
Abuja,5,4,Yes,12,Medium,Estate,Far,No,1790000
Benin,5,3,Yes,12,Medium,Non-Estate,Far,Yes,520000
Port Harcourt,4,4,No,16,Medium,Non-Estate,Far,Yes,685000
Abuja,3,3,Yes,8,Medium,Non-Estate,Near,No,875000
Abuja,3,2,No,8,Medium,Estate,Far,No,810000
Abuja,2,1,No,20,Medium,Non-Estate,Near,Yes,640000
Port Harcourt,3,3,Yes,8,Medium,Estate,Near,Yes,695000
Ilorin,2,2,No,12,Medium,Non-Estate,Near,Yes,160000
Port Harcourt,2,1,No,16,Low,Estate,Near,Yes,490000
Port Harcourt,3,2,No,24,Medium,Non-Estate,Near,Yes,615000
Ibadan,2,1,No,12,High,Estate,Near,Yes,360000
Abuja,2,2,Yes,12,Low,Estate,Far,Yes,865000
Lagos,4,2,No,16,Low,Non-Estate,Near,No,925000
Port Harcourt,1,1,No,16,Low,Estate,Near,Yes,305000
Ilorin,2,2,No,16,High,Estate,Near,No,255000
Lagos,4,2,Yes,12,High,Estate,Near,No,1130000
Port Harcourt,3,3,No,8,Medium,Non-Estate,Near,Yes,530000
Lagos,3,2,Yes,12,High,Non-Estate,Near,Yes,1060000
Abuja,2,2,No,20,Medium,Estate,Near,No,810000
Lagos,2,1,No,20,High,Non-Estate,Far,Yes,700000
Abuja,4,3,No,4,Medium,Estate,Far,No,890000
Ibadan,3,3,No,12,Low,Non-Estate,Near,No,315000
Abuja,3,2,Yes,12,Medium,Non-Estate,Near,No,955000
Port Harcourt,1,1,Yes,24,Medium,Non-Estate,Far,No,350000
Ibadan,1,1,Yes,16,Medium,Non-Estate,Near,No,235000
Benin,5,3,Yes,12,Medium,Estate,Near,Yes,585000
Lagos,2,2,Yes,0,Medium,Estate,Near,No,575000
Abuja,3,3,No,12,Medium,Non-Estate,Far,Yes,745000
Lagos,1,1,No,4,Low,Estate,Near,Yes,330000
Ilorin,3,3,Yes,16,High,Estate,Far,Yes,445000
Benin,4,3,No,16,High,Estate,Near,No,560000
Abuja,3,3,No,12,High,Non-Estate,Near,Yes,1010000
Ibadan,1,1,No,12,Medium,Non-Estate,Near,No,165000
Abuja,3,2,No,20,Medium,Estate,Far,Yes,1045000
Port Harcourt,3,2,Yes,8,Medium,Estate,Far,No,625000
Lagos,2,1,No,8,Low,Non-Estate,Near,Yes,435000
Ibadan,4,3,No,20,Low,Estate,Near,Yes,505000
Lagos,3,2,Yes,16,Medium,Non-Estate,Near,Yes,865000
Ibadan,4,2,Yes,16,High,Estate,Near,Yes,860000
Ibadan,3,3,Yes,4,Low,Non-Estate,Near,Yes,330000
Ibadan,1,1,Yes,4,High,Non-Estate,Near,No,200000
Lagos,2,1,No,0,Medium,Estate,Far,Yes,335000
Abuja,2,1,No,8,Medium,Non-Estate,Near,No,430000
Lagos,4,2,Yes,16,Low,Non-Estate,Near,Yes,980000
Abuja,3,2,No,8,Medium,Non-Estate,Near,Yes,705000
Lagos,3,2,No,16,High,Non-Estate,Near,Yes,960000
Benin,2,1,Yes,8,Medium,Estate,Near,Yes,260000
Port Harcourt,2,1,Yes,8,Medium,Estate,Far,No,430000
Abuja,3,2,Yes,24,Low,Estate,Near,No,1335000
Abuja,2,1,No,8,Low,Estate,Far,Yes,495000
Abuja,2,2,Yes,8,Low,Non-Estate,Near,No,695000
Port Harcourt,3,2,No,8,Medium,Non-Estate,Near,Yes,470000
Abuja,1,1,No,4,Medium,Non-Estate,Near,No,315000
Benin,2,1,No,12,Medium,Non-Estate,Far,No,190000
Abuja,2,1,Yes,8,Low,Non-Estate,Near,No,625000
Ilorin,1,1,Yes,16,High,Non-Estate,Near,Yes,200000
Benin,5,4,No,16,High,Estate,Near,Yes,630000
Lagos,2,2,No,12,Low,Non-Estate,Far,Yes,415000
Benin,1,1,No,0,Medium,Non-Estate,Near,No,115000
Lagos,2,1,No,12,Low,Estate,Near,No,565000
Ibadan,3,3,No,4,High,Estate,Near,Yes,335000
Abuja,2,2,No,12,Medium,Non-Estate,Near,No,635000
Benin,3,2,No,16,High,Non-Estate,Near,No,355000
Benin,1,1,Yes,4,Low,Estate,Near,Yes,170000
Ibadan,1,1,No,16,Medium,Non-Estate,Far,No,155000
Ibadan,2,1,No,20,Low,Non-Estate,Near,Yes,315000
Abuja,4,3,No,16,Medium,Non-Estate,Far,Yes,930000
Lagos,4,2,Yes,8,Medium,Estate,Far,Yes,1050000
Abuja,1,1,No,12,Low,Estate,Near,Yes,385000
Lagos,3,2,No,20,Medium,Non-Estate,Near,No,840000
Port Harcourt,4,2,Yes,8,Medium,Non-Estate,Far,Yes,585000
Abuja,2,1,Yes,16,High,Non-Estate,Far,Yes,760000
Ilorin,4,4,No,0,Medium,Estate,Far,Yes,220000
Port Harcourt,1,1,No,0,High,Non-Estate,Far,No,180000
Ibadan,4,3,No,16,High,Estate,Near,No,620000
Lagos,3,2,Yes,16,High,Non-Estate,Far,No,875000
Benin,4,3,No,16,High,Non-Estate,Near,Yes,545000
Benin,3,2,No,20,High,Non-Estate,Near,No,390000
Abuja,2,1,No,4,Medium,Estate,Near,No,505000
Port Harcourt,4,2,No,8,Low,Estate,Far,Yes,550000
Ibadan,2,1,No,20,Medium,Non-Estate,Near,No,285000
Lagos,2,1,No,4,Medium,Non-Estate,Far,No,310000
Abuja,3,3,Yes,16,High,Non-Estate,Far,No,1235000
Abuja,3,2,No,12,Medium,Non-Estate,Far,No,650000
Lagos,4,2,No,4,Medium,Non-Estate,Far,No,625000
Abuja,2,1,Yes,8,Medium,Non-Estate,Near,Yes,610000
Lagos,3,3,No,12,High,Non-Estate,Far,No,835000
Lagos,3,3,No,20,Low,Estate,Far,No,755000
Lagos,1,1,Yes,16,Medium,Non-Estate,Far,Yes,390000
Ilorin,2,1,Yes,12,Medium,Estate,Far,No,220000
Abuja,2,1,No,12,Low,Non-Estate,Near,No,585000
Ilorin,2,2,Yes,8,Low,Estate,Near,Yes,235000
Abuja,5,4,No,4,Medium,Non-Estate,Near,No,840000
Abuja,3,2,Yes,12,High,Non-Estate,Far,Yes,1035000
Abuja,3,2,No,0,Low,Non-Estate,Near,No,550000
Abuja,5,3,Yes,8,Medium,Non-Estate,Far,Yes,1050000
Lagos,2,1,Yes,12,High,Estate,Near,No,695000
